ID,Type,Chr,Start,End,Met_perc,Cyt_Met,Cyt_NoMet,Depth,Gene
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034430,37034430,0.59142434696895,12,2017,2029,MLH1_Cont
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034438,37034438,0.443349753694581,9,2021,2030,MLH1_Cont
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034441,37034441,0.641341884558461,13,2014,2027,MLH1_Cont
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37034997,37034997,0.261894369271061,6,2285,2291,MLH1
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035012,37035012,0.4359197907585,10,2284,2294,MLH1
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035032,37035032,0.34980323567993,8,2279,2287,MLH1
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035043,37035043,0.392670157068063,9,2283,2292,MLH1
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035047,37035047,0.786026200873363,18,2272,2290,MLH1
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035063,37035063,0.611620795107034,14,2275,2289,MLH1
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035066,37035066,0.393184796854522,9,2280,2289,MLH1
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035074,37035074,0.393356643356643,9,2279,2288,MLH1
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035090,37035090,0.613228208497591,14,2269,2283,MLH1
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035095,37035095,0.525164113785558,12,2273,2285,MLH1
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035097,37035097,0.786713286713287,18,2270,2288,MLH1
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035100,37035100,0.69960647135986,16,2271,2287,MLH1
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,37035117,37035117,0.261894369271061,6,2285,2291,MLH1
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,142297977,142297977,1.72413793103448,4,228,232,ATR 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,142298019,142298019,1.71673819742489,4,229,233,ATR 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,142298045,142298045,0.858369098712446,2,231,233,ATR 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3,142298054,142298054,3.41880341880342,8,226,234,ATR 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13,32889434,32889434,3.6578805809575,68,1791,1859,BRCA2 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13,32889461,32889461,1.18406889128095,22,1836,1858,BRCA2 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13,32889470,32889470,0.483870967741935,9,1851,1860,BRCA2 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr13,32889484,32889484,0.377358490566038,7,1848,1855,BRCA2 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619506,89619506,98.1900452488688,217,4,221,KLLN
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619510,89619510,99.0950226244344,219,2,221,KLLN
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619512,89619512,97.737556561086,216,5,221,KLLN
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619522,89619522,98.1900452488688,217,4,221,KLLN
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619550,89619550,96.3636363636364,212,8,220,KLLN
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619555,89619555,95.4337899543379,209,10,219,KLLN
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619566,89619566,95.4128440366973,208,10,218,KLLN
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr10,89619580,89619580,93.6073059360731,205,14,219,KLLN
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89786999,89786999,1.20481927710843,1,82,83,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787007,89787007,1.20481927710843,1,82,83,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787009,89787009,0.0,0,83,83,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787018,89787018,1.20481927710843,1,82,83,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787032,89787032,1.19047619047619,1,83,84,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787034,89787034,0.0,0,83,83,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787036,89787036,1.19047619047619,1,83,84,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787045,89787045,0.0,0,84,84,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787048,89787048,1.19047619047619,1,83,84,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787058,89787058,0.0,0,84,84,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787060,89787060,0.0,0,84,84,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787066,89787066,0.0,0,84,84,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787077,89787077,0.0,0,83,83,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787087,89787087,1.20481927710843,1,82,83,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787103,89787103,0.0,0,83,83,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787109,89787109,0.0,0,79,79,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787113,89787113,0.0,0,83,83,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787120,89787120,0.0,0,83,83,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787150,89787150,1.21951219512195,1,81,82,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787154,89787154,0.0,0,80,80,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787164,89787164,0.0,0,76,76,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787168,89787168,0.0,0,75,75,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787171,89787171,1.42857142857143,1,69,70,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787182,89787182,1.61290322580645,1,61,62,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787184,89787184,0.0,0,61,61,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787190,89787190,0.0,0,55,55,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787205,89787205,2.12765957446809,1,46,47,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787212,89787212,0.0,0,45,45,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787223,89787223,0.0,0,32,32,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787226,89787226,0.0,0,40,40,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787238,89787238,0.0,0,43,43,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787260,89787260,0.0,0,52,52,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787272,89787272,0.0,0,53,53,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787288,89787288,1.66666666666667,1,59,60,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787293,89787293,1.61290322580645,1,61,62,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787295,89787295,0.0,0,61,61,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787304,89787304,0.0,0,64,64,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15,89787335,89787335,1.42857142857143,1,69,70,FANCI 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14,45604787,45604787,2.28571428571429,4,171,175,FANCM 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr14,45604794,45604794,0.0,0,175,175,FANCM 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596828,47596828,1.74418604651163,15,845,860,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596830,47596830,3.82387022016222,33,830,863,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596840,47596840,3.34872979214781,29,837,866,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596849,47596849,9.61761297798378,83,780,863,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596853,47596853,7.83847980997625,33,388,421,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596858,47596858,5.31791907514451,46,819,865,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596862,47596862,3.24449594438007,28,835,863,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596869,47596869,10.2890173410405,89,776,865,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596883,47596883,9.61761297798378,83,780,863,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596885,47596885,2.56111757857974,22,837,859,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596887,47596887,3.58796296296296,31,833,864,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596897,47596897,3.8150289017341,33,832,865,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596900,47596900,3.00925925925926,26,838,864,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596907,47596907,1.85614849187935,16,846,862,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596912,47596912,1.73812282734647,15,848,863,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596930,47596930,3.34486735870819,29,838,867,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47596942,47596942,5.08670520231214,44,821,865,EPCAM
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47630224,47630224,0.898876404494382,4,441,445,MSH2
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47630227,47630227,0.224215246636771,1,445,446,MSH2
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47630233,47630233,1.59453302961276,7,432,439,MSH2
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47630237,47630237,0.224215246636771,1,445,446,MSH2
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47630240,47630240,0.672645739910314,3,443,446,MSH2
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47630244,47630244,0.898876404494382,4,441,445,MSH2
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47630251,47630251,1.12359550561798,5,440,445,MSH2
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47630265,47630265,0.0,0,443,443,MSH2
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47630292,47630292,0.448430493273543,2,444,446,MSH2
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,47630294,47630294,1.34529147982063,6,440,446,MSH2
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468506,58468506,0.0,0,106,106,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468513,58468513,0.952380952380952,1,104,105,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468519,58468519,0.0,0,104,104,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468523,58468523,0.0,0,100,100,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468527,58468527,0.0,0,102,102,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468530,58468530,0.0,0,100,100,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468532,58468532,0.0,0,98,98,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468537,58468537,1.0,1,99,100,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468555,58468555,0.0,0,95,95,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468576,58468576,0.0,0,92,92,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468578,58468578,1.08695652173913,1,91,92,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468582,58468582,1.08695652173913,1,91,92,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468599,58468599,2.32558139534884,2,84,86,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468618,58468618,0.0,0,65,65,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468625,58468625,0.0,0,51,51,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468632,58468632,0.0,0,53,53,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468652,58468652,1.28205128205128,1,77,78,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468737,58468737,2.94117647058824,3,99,102,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,58468823,58468823,3.92156862745098,4,98,102,FANCL 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051674,128051674,0.0,0,42,42,ERCC3 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051690,128051690,0.571428571428571,1,174,175,ERCC3 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051704,128051704,0.0,0,176,176,ERCC3 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051707,128051707,1.71428571428571,3,172,175,ERCC3 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051709,128051709,3.40909090909091,6,170,176,ERCC3 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051716,128051716,0.568181818181818,1,175,176,ERCC3 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051733,128051733,1.13636363636364,2,174,176,ERCC3 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2,128051743,128051743,1.13636363636364,2,174,176,ERCC3 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543548,43543548,1.2448132780083,3,238,241,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543554,43543554,0.829875518672199,2,239,241,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543571,43543571,1.66666666666667,4,236,240,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543578,43543578,0.0,0,238,238,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543580,43543580,0.0,0,237,237,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543596,43543596,0.427350427350427,1,233,234,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543608,43543608,0.862068965517241,2,230,232,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543613,43543613,1.28755364806867,3,230,233,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543615,43543615,3.00429184549356,7,226,233,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543618,43543618,1.28205128205128,3,231,234,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543624,43543624,0.0,0,234,234,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543642,43543642,0.434782608695652,1,229,230,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543650,43543650,0.423728813559322,1,235,236,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543657,43543657,0.427350427350427,1,233,234,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543669,43543669,0.854700854700855,2,232,234,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543672,43543672,0.858369098712446,2,231,233,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543682,43543682,0.431034482758621,1,231,232,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543691,43543691,4.34782608695652,10,220,230,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543696,43543696,2.60869565217391,6,224,230,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543698,43543698,0.0,0,229,229,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543701,43543701,3.50877192982456,8,220,228,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543705,43543705,0.446428571428571,1,223,224,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543708,43543708,0.45045045045045,1,221,222,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543733,43543733,1.50753768844221,3,196,199,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543747,43543747,1.46341463414634,3,202,205,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543749,43543749,0.492610837438424,1,202,203,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543763,43543763,0.0,0,205,205,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543766,43543766,0.0,0,210,210,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543771,43543771,0.0,0,208,208,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543775,43543775,2.39234449760766,5,204,209,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543777,43543777,0.467289719626168,1,213,214,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543781,43543781,1.37614678899083,3,215,218,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543786,43543786,0.91324200913242,2,217,219,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543794,43543794,0.0,0,228,228,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543798,43543798,2.22222222222222,5,220,225,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543800,43543800,0.434782608695652,1,229,230,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543804,43543804,1.31004366812227,3,226,229,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543806,43543806,0.865800865800866,2,229,231,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543815,43543815,0.423728813559322,1,235,236,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6,43543822,43543822,0.420168067226891,1,237,238,POLH 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647545,22647545,0.0,0,69,69,FANCF 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647600,22647600,0.0,0,55,55,FANCF 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647610,22647610,0.0,0,54,54,FANCF 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647618,22647618,0.0,0,46,46,FANCF 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647622,22647622,0.0,0,47,47,FANCF 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647643,22647643,0.0,0,44,44,FANCF 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647649,22647649,2.7027027027027,1,36,37,FANCF 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647651,22647651,0.0,0,37,37,FANCF 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647661,22647661,0.0,0,39,39,FANCF 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647745,22647745,1.40845070422535,1,70,71,FANCF 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647764,22647764,0.0,0,71,71,FANCF 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11,22647774,22647774,1.40845070422535,1,70,71,FANCF 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,41277106,41277106,1.82648401826484,4,215,219,BRCA1 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,41277115,41277115,1.81818181818182,4,216,220,BRCA1 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,41277117,41277117,2.71493212669683,6,215,221,BRCA1 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,41277153,41277153,2.25225225225225,5,217,222,BRCA1 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,41277160,41277160,2.25225225225225,5,217,222,BRCA1 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,41277174,41277174,2.26244343891403,5,216,221,BRCA1 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,41277187,41277187,7.56302521008403,9,110,119,BRCA1 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,41277214,41277214,2.24215246636771,5,218,223,BRCA1 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,41277232,41277232,0.896860986547085,2,221,223,BRCA1 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,56769830,56769830,4.47761194029851,3,64,67,RAD51C 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,56769866,56769866,0.0,0,66,66,RAD51C 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,56769883,56769883,0.0,0,66,66,RAD51C 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,56769891,56769891,1.53846153846154,1,64,65,RAD51C 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,56769895,56769895,0.0,0,66,66,RAD51C 
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17,56769904,56769904,0.0,0,65,65,RAD51C 
